Level,Date,State Postal Code,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Month
State,8/23/2022,WV,"69,446","9,903","2,218",8
State,8/23/2022,NC,"391,425","69,500","30,722",8
State,8/23/2022,MN,"244,356","35,196","32,926",8
State,8/23/2022,CA,"970,258","269,511","151,940",8
State,8/23/2022,MO,"265,404","38,787","24,163",8
State,8/23/2022,SC,"171,517","34,378","13,642",8
State,8/23/2022,WI,"243,896","37,408","18,806",8
State,8/23/2022,NJ,"178,968","36,216","31,250",8
State,8/23/2022,HI,"9,890","2,970","7,423",8
State,8/23/2022,LA,"178,602","32,343","12,628",8
State,8/23/2022,RI,"15,800","2,931","3,496",8
State,8/23/2022,MI,"352,385","57,561","33,476",8
State,8/23/2022,GA,"363,066","103,520","43,317",8
State,8/23/2022,SD,"45,526","6,867","3,174",8
State,8/23/2022,NY,"550,575","95,627","81,995",8
State,8/23/2022,ID,"62,508","14,789","7,394",8
State,8/23/2022,AL,"174,222","37,607","8,174",8
State,8/23/2022,PA,"420,510","53,392","30,350",8
State,8/23/2022,NV,"81,017","30,874","19,503",8
State,8/23/2022,FL,"508,444","112,252","161,976",8
State,8/23/2022,TN,"211,099","57,126","25,069",8
State,8/23/2022,MT,"46,598","5,708","6,165",8
State,8/23/2022,IL,"375,996","106,514","73,019",8
State,8/23/2022,AK,"13,081","6,971","7,460",8
State,8/23/2022,OR,"131,902","22,820","18,608",8
State,8/23/2022,WA,"193,991","29,153","51,600",8
State,8/23/2022,DC,"15,095","7,707","6,323",8
State,8/23/2022,TX,"947,696","231,523","129,961",8
State,8/23/2022,AR,"119,302","20,707","6,685",8
State,8/23/2022,IN,"217,736","41,903","22,437",8
State,8/23/2022,ME,"40,694","3,484","2,874",8
State,8/24/2022,MO,"280,901","40,134","24,576",8
State,8/24/2022,AL,"184,774","39,445","8,351",8
State,8/24/2022,AK,"13,425","9,698","7,102",8
State,8/24/2022,AZ,"242,254","64,917","53,757",8
State,8/24/2022,AR,"124,032","21,650","6,641",8
State,8/24/2022,CA,"1,011,788","277,885","151,007",8
State,8/24/2022,CO,"160,486","39,580","72,026",8
State,8/24/2022,CT,"60,249","10,159","11,524",8
State,8/24/2022,DE,"30,131","2,243","1,524",8
State,8/24/2022,DC,"14,675","7,427","6,355",8
State,8/24/2022,FL,"528,169","117,038","159,663",8
State,8/24/2022,GA,"378,784","107,512","43,270",8
State,8/24/2022,HI,"9,646","3,067","7,477",8
State,8/24/2022,ID,"65,748","15,728","7,256",8
State,8/24/2022,IL,"392,320","110,145","73,617",8
State,8/24/2022,IN,"229,333","44,256","22,553",8
State,8/24/2022,IA,"145,182","20,580","8,928",8
State,8/24/2022,KS,"133,810","25,946","13,255",8
State,8/24/2022,KY,"185,189","26,022","12,214",8
State,8/24/2022,LA,"180,048","33,692","12,950",8
State,8/24/2022,ME,"43,758","3,764","2,852",8
State,8/24/2022,MD,"159,606","34,969","20,303",8
State,8/24/2022,MA,"123,081","17,120","28,370",8
State,8/24/2022,MI,"374,029","61,714","32,733",8
State,8/24/2022,MN,"258,060","35,941","32,583",8
State,8/24/2022,MS,"122,710","26,172","5,543",8
State,8/24/2022,MT,"48,477","6,042","6,128",8
State,8/24/2022,NE,"81,020","10,174","7,621",8
State,8/24/2022,NV,"86,936","32,318","19,566",8
State,8/24/2022,NH,"32,390","2,607","3,617",8
State,8/24/2022,NJ,"186,331","36,790","30,713",8
State,8/24/2022,NM,"120,750","37,395","8,535",8
State,8/24/2022,NY,"580,906","100,871","79,692",8
State,8/24/2022,NC,"405,526","72,495","30,676",8
State,8/24/2022,ND,"38,785","7,092","2,508",8
State,8/24/2022,OH,"345,809","58,606","35,277",8
State,8/24/2022,OK,"166,515","24,756","9,911",8
State,8/24/2022,OR,"136,638","22,961","18,411",8
State,8/24/2022,PA,"440,005","55,655","29,777",8
State,8/24/2022,RI,"16,842","2,894","3,332",8
State,8/24/2022,SC,"180,951","35,606","13,660",8
State,8/24/2022,SD,"48,809","6,819","3,092",8
State,8/24/2022,TN,"221,619","60,892","25,057",8
State,8/24/2022,TX,"984,060","243,344","131,359",8
State,8/24/2022,UT,"108,410","34,371","20,409",8
State,8/24/2022,VT,"17,182","2,494","1,967",8
State,8/24/2022,VA,"294,327","64,044","27,125",8
State,8/24/2022,WA,"202,468","29,459","50,427",8
State,8/24/2022,WV,"71,492","9,972","2,227",8
State,8/24/2022,WI,"257,702","39,512","18,437",8
State,8/24/2022,WY,"36,040","5,411","2,541",8
State,8/25/2022,TX,"967,396","230,138","123,973",8
State,8/25/2022,OK,"165,852","23,135","9,308",8
State,8/25/2022,NM,"116,273","36,125","8,144",8
State,8/25/2022,DE,"28,135","2,169","1,510",8
State,8/25/2022,TN,"216,279","56,888","23,740",8
State,8/25/2022,NE,"78,948","9,051","7,162",8
State,8/25/2022,IL,"380,619","101,787","70,035",8
State,8/25/2022,DC,"14,897","6,880","5,810",8
State,8/25/2022,OR,"132,444","22,238","17,472",8
State,8/25/2022,MS,"122,326","24,779","5,295",8
State,8/25/2022,SD,"48,321","6,385","3,102",8
State,8/25/2022,WI,"248,070","37,309","18,120",8
State,8/25/2022,MO,"277,102","37,361","23,472",8
State,8/25/2022,ID,"64,933","15,389","7,159",8
State,8/25/2022,NV,"81,871","30,760","18,325",8
State,8/25/2022,PA,"428,977","53,748","28,800",8
State,8/25/2022,LA,"178,340","32,071","12,362",8
State,8/25/2022,FL,"513,096","110,219","155,968",8
State,8/25/2022,SC,"175,350","33,252","13,102",8
State,8/25/2022,AZ,"240,521","62,418","51,714",8
State,8/25/2022,HI,"9,397","3,030","6,852",8
State,8/25/2022,AK,"11,431","6,578","7,030",8
State,8/25/2022,RI,"16,405","2,873","3,358",8
State,8/25/2022,NY,"576,428","98,081","77,919",8
State,8/25/2022,GA,"368,549","100,781","41,848",8
State,8/25/2022,MD,"159,666","32,689","19,470",8
State,8/25/2022,AR,"124,355","20,266","6,415",8
State,8/25/2022,VA,"283,940","60,299","26,575",8
State,8/25/2022,WA,"195,500","28,428","48,802",8
State,8/25/2022,KY,"180,795","24,364","11,468",8
State,8/25/2022,WY,"35,374","5,042","2,470",8
State,8/25/2022,NC,"397,790","67,473","29,491",8
State,8/25/2022,NJ,"187,900","36,090","30,385",8
State,8/25/2022,AL,"179,318","35,961","7,938",8
State,8/25/2022,CA,"992,101","268,065","140,364",8
State,8/25/2022,NH,"31,198","2,388","3,622",8
State,8/25/2022,KS,"128,803","24,022","12,546",8
State,8/25/2022,WV,"68,412","9,622","2,176",8
State,8/25/2022,ND,"37,664","6,959","2,470",8
State,8/25/2022,MN,"251,511","33,590","31,213",8
State,8/25/2022,VT,"16,275","2,343","2,050",8
State,8/25/2022,CO,"156,509","38,125","69,311",8
State,8/25/2022,MT,"46,877","5,473","6,041",8
State,8/25/2022,IA,"143,935","19,285","8,583",8
State,8/25/2022,MA,"118,859","16,443","28,019",8
State,8/25/2022,OH,"338,337","54,626","34,135",8
State,8/25/2022,ME,"42,350","3,603","2,787",8
State,8/25/2022,UT,"104,793","33,446","19,019",8
State,8/25/2022,CT,"58,147","9,877","11,189",8
State,8/25/2022,MI,"366,109","57,871","31,488",8
State,8/25/2022,IN,"223,657","40,676","21,379",8
State,8/26/2022,AL,"179,981","37,785","7,847",8
State,8/26/2022,NH,"31,735","2,351","3,428",8
State,8/26/2022,MD,"161,255","32,644","18,715",8
State,8/26/2022,NJ,"188,273","35,078","28,730",8
State,8/26/2022,ME,"41,636","3,494","2,702",8
State,8/26/2022,AZ,"243,832","60,975","52,768",8
State,8/26/2022,NM,"116,991","33,806","8,697",8
State,8/26/2022,LA,"179,375","31,215","12,105",8
State,8/26/2022,NY,"572,859","95,355","74,641",8
State,8/26/2022,KY,"179,981","23,759","10,915",8
State,8/26/2022,NC,"398,203","66,709","29,301",8
State,8/26/2022,KS,"131,030","23,588","11,992",8
State,8/26/2022,ND,"39,985","7,117","2,311",8
State,8/26/2022,IA,"139,701","19,125","8,346",8
State,8/26/2022,WV,"68,329","9,265","2,162",8
State,8/26/2022,OH,"327,374","54,078","32,677",8
State,8/26/2022,IN,"215,440","39,981","22,840",8
State,8/26/2022,OK,"167,013","22,582","9,018",8
State,8/26/2022,IL,"373,853","99,589","68,404",8
State,8/26/2022,OR,"133,787","22,532","17,581",8
State,8/26/2022,ID,"64,748","14,638","6,931",8
State,8/26/2022,AK,"11,959","6,232","7,092",8
State,8/26/2022,PA,"427,604","51,494","27,319",8
State,8/26/2022,HI,"9,218","2,779","7,040",8
State,8/26/2022,RI,"16,085","2,874","3,127",8
State,8/26/2022,GA,"366,468","100,802","41,024",8
State,8/26/2022,WY,"35,189","4,772","2,432",8
State,8/26/2022,SC,"174,421","32,665","12,935",8
State,8/26/2022,FL,"518,397","108,779","154,532",8
State,8/26/2022,SD,"49,371","6,596","2,812",8
State,8/26/2022,DC,"13,989","6,899","5,594",8
State,8/26/2022,WI,"249,463","35,303","17,728",8
State,8/26/2022,TN,"217,869","55,948","23,362",8
State,8/26/2022,DE,"28,271","2,325","1,527",8
State,8/26/2022,TX,"978,187","225,595","122,730",8
State,8/26/2022,CT,"56,230","9,853","10,677",8
State,8/26/2022,UT,"107,230","32,327","18,899",8
State,8/26/2022,CO,"159,468","37,766","69,502",8
State,8/26/2022,MA,"119,199","15,810","26,460",8
State,8/26/2022,VT,"15,954","2,397","1,748",8
State,8/26/2022,CA,"1,007,575","265,272","141,304",8
State,8/26/2022,VA,"282,769","59,633","25,161",8
State,8/26/2022,AR,"124,545","20,788","6,054",8
State,8/26/2022,MO,"275,059","36,922","22,466",8
State,8/26/2022,MS,"119,459","24,200","4,977",8
State,8/26/2022,MT,"48,289","5,403","6,125",8
State,8/26/2022,MN,"261,610","33,200","29,674",8
State,8/26/2022,NE,"79,598","9,329","7,083",8
State,8/26/2022,MI,"353,114","56,307","30,435",8
State,8/26/2022,WA,"202,152","28,024","48,461",8
State,8/26/2022,NV,"83,939","29,816","18,615",8
State,8/27/2022,NH,"33,025","2,377","3,674",8
State,8/27/2022,TX,"1,071,352","244,965","127,899",8
State,8/27/2022,CT,"58,885","10,275","11,020",8
State,8/27/2022,MT,"54,322","6,162","5,898",8
State,8/27/2022,IN,"229,737","41,087","23,451",8
State,8/27/2022,AL,"191,381","41,225","8,098",8
State,8/27/2022,OH,"335,710","56,233","34,453",8
State,8/27/2022,MN,"313,101","36,884","31,027",8
State,8/27/2022,UT,"128,235","34,539","19,342",8
State,8/27/2022,CO,"182,690","41,867","72,027",8
State,8/27/2022,NV,"91,912","30,934","19,663",8
State,8/27/2022,IA,"152,481","20,287","8,661",8
State,8/27/2022,NJ,"207,547","37,736","29,958",8
State,8/27/2022,ND,"45,692","7,582","2,430",8
State,8/27/2022,AZ,"266,811","61,875","55,333",8
State,8/27/2022,VT,"16,589","2,232","1,962",8
State,8/27/2022,CA,"1,132,095","289,985","148,837",8
State,8/27/2022,MD,"176,654","34,235","19,837",8
State,8/27/2022,KS,"146,030","25,758","12,318",8
State,8/27/2022,NC,"430,316","70,293","30,050",8
State,8/27/2022,KY,"188,648","25,008","11,254",8
State,8/27/2022,WA,"213,235","29,583","51,720",8
State,8/27/2022,VA,"303,405","63,387","26,224",8
State,8/27/2022,AR,"130,856","21,782","6,095",8
State,8/27/2022,NE,"88,450","9,567","7,166",8
State,8/27/2022,GA,"406,064","110,107","42,361",8
State,8/27/2022,NY,"611,606","97,490","79,698",8
State,8/27/2022,RI,"16,620","3,089","3,370",8
State,8/27/2022,LA,"197,607","33,215","12,614",8
State,8/27/2022,HI,"9,619","2,903","7,138",8
State,8/27/2022,MI,"370,951","60,430","33,245",8
State,8/27/2022,SC,"189,228","34,585","13,342",8
State,8/27/2022,FL,"579,662","118,584","157,247",8
State,8/27/2022,MO,"295,732","38,957","23,142",8
State,8/27/2022,PA,"442,197","52,304","28,695",8
State,8/27/2022,ID,"70,555","14,765","7,280",8
State,8/27/2022,OR,"140,981","23,038","18,814",8
State,8/27/2022,MS,"127,594","25,789","5,251",8
State,8/27/2022,SD,"53,087","6,877","2,973",8
State,8/27/2022,DC,"15,440","7,359","5,847",8
State,8/27/2022,MA,"127,699","16,534","28,233",8
State,8/27/2022,AK,"13,333","9,001","7,349",8
State,8/27/2022,NM,"128,415","34,872","8,438",8
State,8/27/2022,IL,"414,499","108,904","70,422",8
State,8/27/2022,WY,"39,822","4,833","2,647",8
State,8/27/2022,TN,"235,335","59,717","24,560",8
State,8/27/2022,DE,"31,593","2,339","1,586",8
State,8/27/2022,ME,"42,397","3,556","2,840",8
State,8/27/2022,OK,"180,713","24,408","9,334",8
State,8/27/2022,WI,"288,961","38,036","18,734",8
State,8/27/2022,WV,"70,629","9,281","2,216",8
State,7/31/2022,OK,"161,170","23,183","9,995",7
State,7/31/2022,WV,"68,845","10,004","2,683",7
State,7/31/2022,IN,"232,343","47,697","21,655",7
State,7/31/2022,ME,"38,007","3,493","3,154",7
State,7/31/2022,TX,"1,051,026","233,212","131,863",7
State,7/31/2022,DC,"14,630","8,418","7,897",7
State,7/31/2022,NY,"599,784","98,099","80,849",7
State,7/31/2022,OR,"129,313","21,714","17,204",7
State,7/31/2022,AZ,"248,100","64,280","49,214",7
State,7/31/2022,IL,"417,632","114,038","78,527",7
State,7/31/2022,MI,"355,379","60,010","30,350",7
State,7/31/2022,TN,"225,811","56,767","24,910",7
State,7/31/2022,FL,"582,429","137,708","156,397",7
State,7/31/2022,MT,"51,129","6,426","7,072",7
State,7/31/2022,PA,"431,131","59,552","29,549",7
State,7/31/2022,WI,"270,511","36,729","19,787",7
State,7/31/2022,ID,"68,075","13,828","7,377",7
State,7/31/2022,MO,"283,602","41,975","25,772",7
State,7/31/2022,SD,"55,365","7,853","3,155",7
State,7/31/2022,GA,"398,652","99,450","40,415",7
State,7/31/2022,NV,"103,115","29,884","19,580",7
State,7/31/2022,RI,"15,519","2,768","3,102",7
State,7/31/2022,HI,"9,370","3,348","6,366",7
State,7/31/2022,SC,"189,848","32,936","12,090",7
State,7/31/2022,LA,"186,755","32,572","13,619",7
State,7/31/2022,AL,"172,645","34,591","7,733",7
State,7/31/2022,MN,"288,601","37,281","33,726",7
State,7/31/2022,WA,"186,048","30,439","55,548",7
State,7/31/2022,CA,"1,078,500","267,970","151,985",7
State,7/31/2022,NH,"30,669","2,840","3,756",7
State,7/31/2022,NC,"433,983","69,551","27,331",7
State,7/31/2022,AR,"126,533","20,471","6,367",7
State,7/31/2022,KY,"189,572","25,907","11,195",7
State,7/31/2022,MD,"167,146","33,635","20,191",7
State,7/31/2022,VA,"294,543","61,045","27,246",7
State,7/31/2022,CO,"179,407","43,922","68,555",7
State,7/31/2022,NM,"119,536","39,139","9,286",7
State,7/31/2022,ND,"44,015","8,194","2,662",7
State,7/31/2022,WY,"39,349","6,226","2,544",7
State,7/31/2022,KS,"141,005","26,466","12,215",7
State,7/31/2022,MA,"121,232","17,191","29,004",7
State,7/31/2022,VT,"15,432","2,713","1,937",7
State,7/31/2022,CT,"64,015","9,953","10,625",7
State,7/31/2022,NE,"86,707","11,515","8,261",7
State,7/31/2022,OH,"344,481","61,275","34,942",7
State,7/31/2022,AK,"12,314","7,033","7,510",7
State,7/31/2022,IA,"148,524","21,854","9,634",7
State,7/31/2022,MS,"125,862","24,582","5,521",7
State,7/31/2022,UT,"133,155","36,496","21,108",7
State,7/31/2022,DE,"27,237","2,235","1,587",7
State,7/31/2022,NJ,"196,128","38,617","28,143",7
State,8/1/2022,NH,"28,371","2,282","3,512",8
State,8/1/2022,MI,"316,532","54,313","31,291",8
State,8/1/2022,NV,"82,561","31,376","18,714",8
State,8/1/2022,MN,"244,612","31,605","30,109",8
State,8/1/2022,NE,"70,363","9,501","7,046",8
State,8/1/2022,MS,"110,235","23,105","4,697",8
State,8/1/2022,MT,"45,789","5,374","5,509",8
State,8/1/2022,MO,"248,389","35,369","22,146",8
State,8/1/2022,WA,"186,562","28,000","48,621",8
State,8/1/2022,CA,"985,799","273,345","150,767",8
State,8/1/2022,WY,"34,316","4,948","2,398",8
State,8/1/2022,VA,"260,216","60,655","26,293",8
State,8/1/2022,CO,"157,722","37,721","65,107",8
State,8/1/2022,VT,"14,469","2,129","2,029",8
State,8/1/2022,CT,"53,121","9,027","11,041",8
State,8/1/2022,UT,"99,090","29,734","17,699",8
State,8/1/2022,DE,"27,806","2,278","1,525",8
State,8/1/2022,AK,"11,680","8,462","6,870",8
State,8/1/2022,TX,"860,305","210,317","121,797",8
State,8/1/2022,DC,"11,959","7,470","6,144",8
State,8/1/2022,TN,"191,773","52,658","24,109",8
State,8/1/2022,FL,"485,712","110,922","154,361",8
State,8/1/2022,SD,"43,983","6,334","3,006",8
State,8/1/2022,GA,"329,631","95,543","38,995",8
State,8/1/2022,SC,"163,759","32,784","13,035",8
State,8/1/2022,HI,"10,553","2,890","6,431",8
State,8/1/2022,WI,"233,039","31,865","17,409",8
State,8/1/2022,RI,"15,134","2,832","3,574",8
State,8/1/2022,ID,"60,191","12,553","6,339",8
State,8/1/2022,PA,"395,065","52,658","28,869",8
State,8/1/2022,IL,"352,937","98,268","71,186",8
State,8/1/2022,OR,"126,868","20,501","17,582",8
State,8/1/2022,IN,"194,643","39,191","20,872",8
State,8/1/2022,AZ,"240,776","60,481","49,715",8
State,8/1/2022,OK,"146,603","20,187","9,178",8
State,8/1/2022,IA,"129,421","17,928","8,598",8
State,8/1/2022,OH,"286,569","52,803","34,478",8
State,8/1/2022,KS,"115,261","22,359","11,490",8
State,8/1/2022,AL,"160,596","33,729","7,236",8
State,8/1/2022,ND,"34,729","6,894","2,316",8
State,8/1/2022,KY,"165,397","22,271","10,588",8
State,8/1/2022,NC,"375,841","66,237","28,372",8
State,8/1/2022,LA,"163,163","30,316","11,338",8
State,8/1/2022,WV,"63,761","8,733","2,071",8
State,8/1/2022,NY,"516,227","86,607","75,718",8
State,8/1/2022,ME,"36,906","3,165","2,659",8
State,8/1/2022,NM,"119,978","35,630","7,271",8
State,8/1/2022,MD,"149,531","32,202","19,837",8
State,8/1/2022,NJ,"169,766","35,318","28,613",8
State,8/1/2022,MA,"114,607","15,204","28,352",8
State,8/1/2022,AR,"118,242","17,481","5,738",8
State,8/2/2022,OK,"165,303","23,309","10,308",8
State,8/2/2022,MS,"117,911","26,578","5,404",8
State,8/2/2022,DE,"31,271","2,453","1,605",8
State,8/2/2022,UT,"102,863","32,795","21,085",8
State,8/2/2022,NM,"132,204","41,005","8,310",8
State,8/2/2022,IA,"144,803","21,122","9,327",8
State,8/2/2022,AZ,"257,026","68,776","55,446",8
State,8/2/2022,OH,"331,204","58,309","37,382",8
State,8/2/2022,NH,"32,007","2,620","3,678",8
State,8/2/2022,CT,"59,972","9,783","11,842",8
State,8/2/2022,VT,"16,356","2,422","2,015",8
State,8/2/2022,NE,"77,721","10,550","7,802",8
State,8/2/2022,KS,"127,418","25,775","12,964",8
State,8/2/2022,WY,"37,508","5,617","2,661",8
State,8/2/2022,ND,"37,820","7,604","2,574",8
State,8/2/2022,MA,"127,341","17,495","30,070",8
State,8/2/2022,CO,"163,946","40,834","73,624",8
State,8/2/2022,VA,"288,935","66,990","29,285",8
State,8/2/2022,MD,"159,475","35,727","21,578",8
State,8/2/2022,KY,"186,726","25,602","12,078",8
State,8/2/2022,WV,"72,349","10,816","2,273",8
State,8/2/2022,NC,"412,746","72,652","30,856",8
State,8/2/2022,MN,"264,626","35,397","32,133",8
State,8/2/2022,CA,"1,046,119","298,660","172,470",8
State,8/2/2022,MO,"273,041","40,659","25,355",8
State,8/2/2022,SC,"180,271","35,193","14,336",8
State,8/2/2022,WI,"255,742","36,799","18,994",8
State,8/2/2022,NJ,"184,736","38,651","30,490",8
State,8/2/2022,HI,"11,896","3,362","7,696",8
State,8/2/2022,LA,"176,037","34,145","13,435",8
State,8/2/2022,RI,"16,920","3,207","3,534",8
State,8/2/2022,MI,"357,393","60,024","32,531",8
State,8/2/2022,GA,"357,659","105,978","42,969",8
State,8/2/2022,SD,"47,333","7,010","3,275",8
State,8/2/2022,NY,"575,060","97,782","81,896",8
State,8/2/2022,ID,"66,849","14,087","7,074",8
State,8/2/2022,AL,"176,481","37,965","8,025",8
State,8/2/2022,PA,"442,267","59,367","30,870",8
State,8/2/2022,NV,"85,569","34,758","21,115",8
State,8/2/2022,FL,"520,318","122,751","166,372",8
State,8/2/2022,TN,"215,334","61,360","26,444",8
State,8/2/2022,MT,"48,540","6,065","6,214",8
State,8/2/2022,IL,"384,757","112,514","76,834",8
State,8/2/2022,AK,"12,801","12,993","7,716",8
State,8/2/2022,OR,"144,391","23,464","19,074",8
State,8/2/2022,WA,"209,612","30,733","53,949",8
State,8/2/2022,DC,"13,498","7,657","6,459",8
State,8/2/2022,TX,"928,138","235,059","137,664",8
State,8/2/2022,AR,"129,719","20,128","6,568",8
State,8/2/2022,IN,"224,703","43,910","23,065",8
State,8/2/2022,ME,"41,010","3,529","2,878",8
State,8/3/2022,MO,"275,238","41,197","25,351",8
State,8/3/2022,AL,"174,730","37,949","8,332",8
State,8/3/2022,AK,"13,291","9,931","7,612",8
State,8/3/2022,AZ,"250,684","65,165","55,218",8
State,8/3/2022,AR,"127,491","20,490","6,538",8
State,8/3/2022,CA,"1,026,447","292,965","169,540",8
State,8/3/2022,CO,"165,639","40,655","74,565",8
State,8/3/2022,CT,"57,636","10,043","12,744",8
State,8/3/2022,DE,"31,305","2,487","1,709",8
State,8/3/2022,DC,"13,001","8,221","6,816",8
State,8/3/2022,FL,"537,586","125,865","175,051",8
State,8/3/2022,GA,"366,322","109,420","45,748",8
State,8/3/2022,HI,"10,236","3,036","7,131",8
State,8/3/2022,ID,"65,466","13,590","7,185",8
State,8/3/2022,IL,"392,571","114,242","81,439",8
State,8/3/2022,IN,"226,843","44,994","24,742",8
State,8/3/2022,IA,"145,464","20,890","9,658",8
State,8/3/2022,KS,"127,645","25,966","13,023",8
State,8/3/2022,KY,"185,792","25,918","12,279",8
State,8/3/2022,LA,"177,847","33,600","13,479",8
State,8/3/2022,ME,"41,165","3,674","3,127",8
State,8/3/2022,MD,"157,932","36,629","23,025",8
State,8/3/2022,MA,"124,840","17,841","32,650",8
State,8/3/2022,MI,"363,373","60,760","35,912",8
State,8/3/2022,MN,"267,449","35,658","34,536",8
State,8/3/2022,MS,"118,802","26,256","5,555",8
State,8/3/2022,MT,"50,313","6,384","6,169",8
State,8/3/2022,NE,"79,325","10,654","7,937",8
State,8/3/2022,NV,"85,506","33,493","21,140",8
State,8/3/2022,NH,"31,708","2,575","4,090",8
State,8/3/2022,NJ,"189,155","38,779","33,863",8
State,8/3/2022,NM,"127,625","38,218","8,166",8
State,8/3/2022,NY,"574,612","98,894","88,407",8
State,8/3/2022,NC,"417,057","75,580","32,672",8
State,8/3/2022,ND,"38,618","7,595","2,690",8
State,8/3/2022,OH,"328,466","60,368","39,620",8
State,8/3/2022,OK,"162,381","23,455","10,364",8
State,8/3/2022,OR,"136,734","22,281","19,343",8
State,8/3/2022,PA,"439,156","58,732","33,458",8
State,8/3/2022,RI,"17,334","3,116","3,836",8
State,8/3/2022,SC,"181,556","35,957","14,873",8
State,8/3/2022,SD,"46,016","7,083","3,369",8
State,8/3/2022,TN,"216,384","61,338","27,358",8
State,8/3/2022,TX,"943,220","240,883","141,551",8
State,8/3/2022,UT,"105,213","32,545","20,241",8
State,8/3/2022,VT,"16,117","2,458","2,185",8
State,8/3/2022,VA,"290,096","68,242","30,639",8
State,8/3/2022,WA,"201,342","30,062","54,513",8
State,8/3/2022,WV,"72,198","10,754","2,338",8
State,8/3/2022,WI,"257,654","36,760","19,955",8
State,8/3/2022,WY,"36,786","5,320","2,722",8
State,8/4/2022,TX,"970,751","228,258","127,861",8
State,8/4/2022,OK,"169,869","23,205","9,455",8
State,8/4/2022,NM,"122,138","38,254","8,779",8
State,8/4/2022,DE,"28,104","2,181","1,547",8
State,8/4/2022,TN,"229,888","58,542","24,827",8
State,8/4/2022,NE,"84,176","10,642","7,771",8
State,8/4/2022,IL,"389,937","108,177","75,330",8
State,8/4/2022,DC,"13,772","7,629","6,352",8
State,8/4/2022,OR,"130,851","23,288","16,195",8
State,8/4/2022,MS,"123,269","23,691","5,437",8
State,8/4/2022,SD,"51,033","7,412","3,358",8
State,8/4/2022,WI,"252,230","37,613","20,098",8
State,8/4/2022,MO,"270,942","44,472","25,387",8
State,8/4/2022,ID,"62,832","14,317","7,788",8
State,8/4/2022,NV,"86,446","29,784","18,458",8
State,8/4/2022,PA,"435,794","55,949","29,304",8
State,8/4/2022,LA,"170,938","31,594","13,726",8
State,8/4/2022,FL,"523,819","127,226","151,701",8
State,8/4/2022,SC,"179,273","30,678","12,114",8
State,8/4/2022,AZ,"230,991","67,894","47,596",8
State,8/4/2022,HI,"9,544","3,147","6,408",8
State,8/4/2022,AK,"12,098","5,256","7,060",8
State,8/4/2022,RI,"16,985","2,810","3,161",8
State,8/4/2022,NY,"538,706","93,878","75,476",8
State,8/4/2022,GA,"359,438","89,620","41,333",8
State,8/4/2022,MD,"146,663","31,289","20,106",8
State,8/4/2022,AR,"127,812","20,369","6,553",8
State,8/4/2022,VA,"277,531","59,141","26,602",8
State,8/4/2022,WA,"186,376","29,545","51,668",8
State,8/4/2022,KY,"190,051","26,069","11,609",8
State,8/4/2022,WY,"39,342","5,934","2,429",8
State,8/4/2022,NC,"407,348","68,309","29,691",8
State,8/4/2022,NJ,"186,872","38,270","28,737",8
State,8/4/2022,AL,"172,782","33,407","7,636",8
State,8/4/2022,CA,"973,890","254,824","146,689",8
State,8/4/2022,NH,"31,059","2,800","3,763",8
State,8/4/2022,KS,"133,286","26,665","12,651",8
State,8/4/2022,WV,"68,132","10,013","2,419",8
State,8/4/2022,ND,"38,781","7,864","2,662",8
State,8/4/2022,MN,"244,301","35,003","35,064",8
State,8/4/2022,VT,"15,998","2,799","1,588",8
State,8/4/2022,CO,"163,935","39,543","68,402",8
State,8/4/2022,MT,"48,846","5,683","6,521",8
State,8/4/2022,IA,"147,347","21,967","9,091",8
State,8/4/2022,MA,"118,023","17,485","27,914",8
State,8/4/2022,OH,"354,527","59,342","33,326",8
State,8/4/2022,ME,"41,929","4,071","2,687",8
State,8/4/2022,UT,"115,846","33,073","20,601",8
State,8/4/2022,CT,"61,333","9,390","10,348",8
State,8/4/2022,MI,"358,597","56,689","29,195",8
State,8/4/2022,IN,"234,868","44,835","23,024",8
State,8/5/2022,AL,"192,693","36,676","7,487",8
State,8/5/2022,NH,"31,147","2,486","3,703",8
State,8/5/2022,MD,"167,094","35,205","20,847",8
State,8/5/2022,NJ,"200,397","38,464","30,245",8
State,8/5/2022,ME,"40,705","3,208","2,827",8
State,8/5/2022,AZ,"261,330","70,572","49,893",8
State,8/5/2022,NM,"130,552","38,564","7,709",8
State,8/5/2022,LA,"185,999","32,218","12,324",8
State,8/5/2022,NY,"577,994","92,334","77,713",8
State,8/5/2022,KY,"194,239","24,671","11,514",8
State,8/5/2022,NC,"431,336","72,716","30,358",8
State,8/5/2022,KS,"136,126","26,163","12,590",8
State,8/5/2022,ND,"43,238","7,779","2,495",8
State,8/5/2022,IA,"151,330","21,234","9,086",8
State,8/5/2022,WV,"71,225","9,911","2,197",8
State,8/5/2022,OH,"344,515","58,548","35,488",8
State,8/5/2022,IN,"227,693","42,823","22,480",8
State,8/5/2022,OK,"172,355","22,203","9,461",8
State,8/5/2022,IL,"414,707","109,533","74,110",8
State,8/5/2022,OR,"140,942","22,473","17,081",8
State,8/5/2022,ID,"70,216","14,077","7,090",8
State,8/5/2022,AK,"13,777","10,108","7,098",8
State,8/5/2022,PA,"453,966","56,504","30,172",8
State,8/5/2022,HI,"11,424","3,248","6,689",8
State,8/5/2022,RI,"17,794","3,263","3,532",8
